logFC	logCPM	F	PValue	FDR	expression	rank	gene
-0.0395697546857245	6.76423937220797	34.2271243473307	0.903002429480211	0.999998723944664	unchanged	0.0443110812386201	OSBPL1A
-0.0318366580862263	6.6088600088084	10.3891454081213	0.925637743553585	0.999998723944664	unchanged	0.0335589450212479	CLN6
-0.0210226318584711	6.75421394268743	8.74730818782792	0.948361346996475	0.999998723944664	unchanged	0.0230261551664669	SNX17
-0.0201172432694519	6.48832903104196	1.54012718900762	0.95563005208414	0.999998723944664	unchanged	0.0197102012734651	ABCA5
-0.00804072347923983	6.59648296752229	0.707415126316478	0.981424813892783	0.999998723944664	unchanged	0.00814296571471768	STARD3
0.00199091479587543	6.42679982009855	0.0144422321392622	0.995677911408133	0.999998723944664	unchanged	-0.00188112736000035	FDX1
0.0122405765645382	6.49390635860807	0.933831303518183	0.973022981594237	0.999998723944664	unchanged	-0.0118769021142846	INSIG2
0.0159471837400672	6.65346809726085	3.12663019638589	0.962343734245539	0.999998723944664	unchanged	-0.016669777003437	PIP4P1
0.033830699057714	6.53202062476891	9.11550121573818	0.923761318412749	0.999998723944664	unchanged	-0.0344402273585933	ARV1
0.0478013072319226	6.33845615284266	6.27345864853265	0.900366949051513	0.999998723944664	unchanged	-0.0455804555951062	CYP4V2
0.0456062653564589	6.80202449109317	46.6684862327898	0.885504059901187	0.999998723944664	unchanged	-0.0528094432953174	SCAP
0.0785210485182662	6.62970241674237	51.8609996322374	0.816471366271723	0.999998723944664	unchanged	-0.0880590414089308	PPARD
0.0819979941238537	6.73219905562998	146.579183367494	0.800578305256384	0.999998723944664	unchanged	-0.0965961829482495	LDLRAP1
0.129289048816234	5.77453485834186	2.16697505524728	0.797328921445798	0.999998723944664	unchanged	-0.0983624824932293	ABCA1
0.0968824505158795	6.63792393806562	41.1402708164376	0.774117612559972	0.999998723944664	unchanged	-0.111193051454839	TSKU
0.113118632621602	6.67074660100018	189.514530565408	0.732981087486295	0.999998723944664	unchanged	-0.134907230960925	GBA2
0.184229742908557	6.24460231011511	43.5973460787396	0.636807596264186	0.999998723944664	unchanged	-0.195991764686307	APOL2
0.228963565946128	6.40392745204691	134.535750133618	0.527521919702791	0.999998723944664	unchanged	-0.27775948975883	PLPP6
